Subwatershed,Site Name,Prefix,Horizon,Suffix,Top (cm),Bottom (cm),Horizon Depth (cm),Color,Hue,Value,Chroma,Total Depth,Bottom Interface,Notes,
52,R478M9.5,,"Oe
",,2,3.5,1.5,,,,,49,R,,
52,R478M9.5,,Oa,,3.5,10,6.5,7.5YR 2.5/1,7.5YR,2.5,1,49,R,,
52,R478M9.5,,E,,10,18,8,5YR 4/1,5YR,4,1,49,R,,
52,R478M9.5,,Bhs,,18,45,27,7.5YR 2.5/2,"7.5YR
",2.5,2,49,R,,
52,R478M9.5,,BC,,45,49,4,10YR 3/4,10YR,3,4,49,R,Bouldery spur; patchy E; cloudy weather,
52,R478M0,,Oi,,0,2,2,,,,,74,R,,
52,R478M0,,Oe,,2,4,2,,,,,74,R,,
52,R478M0,,Oa,,4,10,6,7.5YR 2.5/1,7.5YR,2.5,1,74,R,,
52,R478M0,,Bh,1,10,35,25,10YR 2/2,10YR,2,2,74,R,,
52,R478M0,,Bh,2,35,74,39,10YR 2/1,10YR,2,1,74,R,Cloudy weather,
52,R476M0,,Oi,,0,2,2,,,,,55,RF,,
52,R476M0,,Oe,,2,5,3,,,,,55,RF,,
52,R476M0,,Oa,,5,8,3,7.5YR 2.5/1,7.5YR,2.5,1,55,RF,,
52,R476M0,,A,,8,16,8,7.5YR 2.5/1,7.5YR,2.5,1,55,RF,,
52,R476M0,,Bhs,,16,30,14,5YR 2.5/1,5YR,2.5,1,55,RF,,
52,R476M0,,Bh,1,30,40,10,10YR 3/3,10YR,3,3,55,RF,,
52,R476M0,,Bh,2,40,-,,10YR 3/2,10YR,3,2,55,RF,Sunny weather,
52,R476M7.5,,,,,,,,,,,,,Lower well of triad 1m up,
52,R476M9,,,,0,,,,,,,,,PFM well trio 2m down,
52,R476M10,,Oi,,0,2,2,,,,,24,RF,,
52,R476M10,,Oe,,2,4,2,,,,,24,RF,,
52,R476M10,,Oa,1,4,8,4,7.5YR 2.5/2,7.5YR,2.5,2,24,RF,,
52,R476M10,,Oa,2,8,-,,7.5YR 2.5/1,7.5YR,2.5,1,24,RF,Wet soil; maintains granular structure all the way down,
52,R476M20,,Oi,,0,1,1,,,,,11,R,,
52,R476M20,,Oe,,1,2,1,,,,,11,R,,
52,R476M20,,Oa,,2,11,9,7.5YR 2.5/1,7.5YR,2.5,1,11,R,,
52,R476M30,,Oi,,0,1.5,1.5,,,,,37,R,,
52,R476M30,,Oe,,1.5,3.5,2,,,,,37,R,,
52,R476M30,,Oa,1,3.5,8,4.5,7.5YR 2.5/1,7.5YR,2.5,1,37,R,,
52,R476M30,,Oa,2,8,17,9,7.5YR 2.5/1,7.5YR,2.5,1,37,R,,
52,R476M30,,E,,17,25,8,5YR 3/1,5YR,3,1,37,R,,
52,R476M30,,C,1,25,30,5,7.5YR 5/6,7.5YR,5,6,37,R,,
52,R476M30,,C,2,30,37,7,2.5Y 5/3,2.5Y,5,3,37,R,"HB 175; cohesive bedrock at the bottom; water table at 35cm; sunny; saprolitic glaciated drift; many ""lithochromic ghosts""; E bottom: very reddish weathering interface visible ",
52,R476M41.5,,Oi,,0,1,1,,,,,27,R,,
52,R476M41.5,,Oe,,1,3,2,,,,,27,R,,
52,R476M41.5,,Oa,1,3,7,4,7.5YR 2.5/2,7.5YR,2.5,2,27,R,,
52,R476M41.5,,Oa,2,7,12,5,7.5YR 2.5/1,7.5YR,2.5,1,27,R,,
52,R476M41.5,,Bhs,,12,27,15,5YR 2.5/2,5YR,2.5,2,27,R,Sunny; lots of roots; pit and mound topography,
52,R476M50,,Oi,,0,3,3,,,,,49,R,,
52,R476M50,,Oe,,3,7,4,,,,,49,R,,
52,R476M50,,Oa,,7,17,10,7.5YR 2.5/1,7.5YR,2.5,1,49,R,,
52,R476M50,,E,,17,27,10,7.5YR 5/1,7.5YR,5,1,49,R,,
52,R476M50,,Bhs,,27,49,22,7.5YR 3/3,7.5YR,3,3,49,R,Sunny and gorgeous with a light breeze,
52,R476M60,,Oi,,0,1,1,,,,,35,R,,
52,R476M60,,Oe,,1,3,2,,,,,35,R,,
52,R476M60,,Oa,,3,5,2,7.5YR 2.5/1,7.5YR,2.5,1,35,R,,
52,R476M60,,E,,5,9.5,4.5,5YR 5/1,5YR,5,1,35,R,,
52,R476M60,,Bhs,,9.5,30,20.5,5YR 2.5/2,5YR,2.5,2,35,R,,
52,R476M60,,E,,30,35,5,5YR 5/1,5YR,5,1,35,R,"End of row is at M60; watershed boundary at M65; Buried E horizon; pit and mound
",
52,R474M70,,Oi,,0,2,2,,,,,48,R,,
52,R474M70,,Oe,,2,3,1,,,,,48,R,,
52,R474M70,,Oa,,3,6,3,7.5YR 2.5/1,7.5YR,2.5,1,48,R,,
52,R474M70,,E,,6,48,42,5YR 5/1,5YR,5,1,48,R,"Originally marked as M100
",
52,R474M60,,Oi,,0,1.5,1.5,,,,,38,R,,
52,R474M60,,Oe,,1.5,3,1.5,,,,,38,R,,
52,R474M60,,Oa,,3,7.5,4.5,7.5YR 2.5/1,7.5YR,2.5,1,38,R,,
52,R474M60,,E,,7.5,10.5,3,5YR 5/1,5YR,5,1,38,R,,
52,R474M60,,Bhs,1,10.5,14,3.5,5YR 3/2,5YR,3,2,38,R,,
52,R474M60,,Bhs,2,14,31,17,7.5YR 3/2,7.5YR,3,2,38,R,,
52,R474M60,,C,,31,38,7,10YR 4/2,10YR,4,2,38,R,Sunny,
52,R474M50,,Oi,,0,2,2,,,,,42,RF,,
52,R474M50,,Oe,,2,4,2,,,,,42,RF,,
52,R474M50,,Oa,,4,7,3,7.5YR 2.5/1,7.5YR,2.5,1,42,RF,,
52,R474M50,,Bhs,,7,20,13,5YR 2.5/1,5YR,2.5,1,42,RF,,
52,R474M50,,E/B,,20,-,,5YR 3/1,5YR,3,1,42,RF,E pockets in biscuit (5YR 5/1); dark E at bottom with rotten rock,
52,R474M40,,Oi,,0,3,3,,,,,40,R,,
52,R474M40,,Oe,,3,5,2,,,,,40,R,,
52,R474M40,,Oa,,5,16,11,7.5YR 2.5/1,7.5YR,2.5,1,40,R,,
52,R474M40,,E/B,,16,40,24,5YR 3/1,5YR,3,1,40,R,,
52,R474M40,,E/B,,16,40,24,5YR 5/1,5YR,5,1,40,R,Water table at 38; E color intermixed; splotchy bright and dark patches,
52,R474M30,,Oi,,0,1,1,,,,,40,R,,
52,R474M30,,Oe,,1,3,2,,,,,40,R,,
52,R474M30,,Oa,,3,11,8,7.5YR 2.5/1,7.5YR,2.5,1,40,R,,
52,R474M30,,"Bh
",,11,40,29,10YR 2.5/1,10YR,2.5,1,40,R,,
52,R474M30,,"Bh
",,11,40,29,"7.5YR 2.5/1
",7.5YR,2.5,1,40,R,Pretty uniform; flat across landscape; extremely dark soil,
52,R474M20,,Oi,,0,0.5,0.5,,,,,67,R,,
52,R474M20,,Oe,,0.5,2,1.5,,,,,67,R,,
52,R474M20,,Oa,,2,4.5,2.5,7.5YR 2.5/1,7.5YR,2.5,1,67,R,,
52,R474M20,,E,,4.5,8,3.5,,,,,67,R,,
52,R474M20,,Bhs,1,8,10,2,5YR 2.5/1,5YR,2.5,1,67,R,,
52,R474M20,,Bhs,2,10,40,30,5YR 3/2,5YR,3,2,67,R,,
52,R474M20,,Bh,,40,63,23,10YR 3/2,10YR,3,2,67,R,,
52,R474M20,,C,,63,67,4,2.5Y 4/4,2.5Y,4,4,67,R,Sound of watertable; E was not colored in the field,
52,R474M10,,Oi,,0,1,1,,,,,47,"RF
",,
52,R474M10,,Oe,,1,3,2,,,,,47,"RF
",,
52,R474M10,,Oa,,3,15,12,7.5YR 2.5/1,7.5YR,2.5,1,47,"RF
",,
52,R474M10,,Bh,,15,40,25,10YR 3/1,10YR,3,1,47,"RF
",,
52,R474M10,,C,,40,-,,2.5Y 4/2,2.5Y,4,2,47,"RF
",Possibly boulder; in line with flow path and deep well (d1?),
52,R474M0,,Oi,,0,1,1,,,,,56,R,,
52,R474M0,,Oe,,1,2,1,,,,,56,R,,
52,R474M0,,Oa,,2,10,8,7.5YR 2.5/1,7.5YR,2.5,1,56,R,,
52,R474M0,,Bh,,10,28,18,10YR 3/2,10YR,3,2,56,R,,
52,R474M0,,C,,28,56,28,2.5Y 4/2,2.5Y,4,2,56,R,Sunny weather,
52,R472M0,,Oi,,0,1,1,,,,,41,R,,
52,R472M0,,Oe,,1,2,1,,,,,41,R,,
52,R472M0,,Oa,,2,9,7,7.5YR 2.5/1,7.5YR,2.5,1,41,R,,
52,R472M0,,Bhs,,9,41,32,7.5YR 3/2,7.5YR,3,2,41,R,Sunny weather; Bhs may be a Bh,
52,R472M9.3,,Oi,,0,1,1,,,,,40,R,,
52,R472M9.3,,Oe,,1,2,1,,,,,40,R,,
52,R472M9.3,,Oa,1,2,6,4,7.5YR 2.5/1,7.5YR,2.5,1,40,R,,
52,R472M9.3,,Bhs,2,6,40,34,7.5YR 2.5/1,7.5YR,2.5,1,40,R,Sunny weather,
52,R472M20,,Oi,,0,1.5,1.5,,,,,33,R,,
52,R472M20,,Oe,,1.5,2.5,1,,,,,33,R,,
52,R472M20,,Oa,1,2.5,8,5.5,7.5YR 2.5/2,7.5YR,2.5,2,33,R,,
52,R472M20,,Oa,2,8,33,25,7.5YR 2.5/1,7.5YR,2.5,1,33,R,Sunny weather,
52,R472M30,,Oi,,0,1,1,,,,,47,R,,
52,R472M30,,Oe,,1,2,1,,,,,47,R,,
52,R472M30,,Oa,,2,5,3,7.5YR 2.5/1,7.5YR,2.5,1,47,R,,
52,R472M30,,E,,5,8,3,5YR 5/1,5YR,5,1,47,R,,
52,R472M30,,Bhs,,8,14,6,5YR 3/2,5YR,3,2,47,R,,
52,R472M30,,Bs,,14,40,26,7.5YR 3/4,7.5YR,3,4,47,R,,
52,R472M30,,BC,,40,47,7,10YR 4/2,10YR,4,2,47,R,"Sunny weather; very planar, flat with a little pit and mound",
52,R472M40,,Oi,,0,2,2,,,,,63,R,,
52,R472M40,,Oe,,2,4,2,,,,,63,R,,
52,R472M40,,Oa,,4,14,10,7.5YR 2.5/1,7.5YR,2.5,1,63,R,,
52,R472M40,,Bhs,,14,50,36,5YR 2.5/1,5YR,2.5,1,63,R,,
52,R472M40,,C,,50,63,13,2.5Y 5/4,2.5Y,5,4,63,R,"Sunny weather
",
52,R472M50,,Oi,,0,1,1,,,,,54,R,,
52,R472M50,,Oe,,1,2,1,,,,,54,R,,
52,R472M50,,Oa,1,2,6,4,7.5YR 2.5/1,7.5YR,2.5,1,54,R,,
52,R472M50,,Oa,2,6,13,7,7.5YR 2.5/1,7.5YR,2.5,1,54,R,,
52,R472M50,,E,,13,22,9,7.5YR 4/2,7.5YR,4,2,54,R,,
52,R472M50,,Bhs,,22,40,18,7.5YR 2.5/1,7.5YR,2.5,1,54,R,,
52,R472M50,,Bs,,40,54,14,7.5YR 3/4,7.5YR,3,4,54,R,"Sunny weather; planar, flat topography; strange Bs colors on one side",
52,R472M60,,Oi,,0,1,1,,,,,13,RF,,
52,R472M60,,Oe,,1,2,1,,,,,13,RF,,
52,R472M60,,Oa,,2,13,11,7.5YR 2.5/1,7.5YR,2.5,1,13,RF,,
52,R472M60,,E/B,,13,-,,5YR 3/1,5YR,3,1,13,RF,,
52,R472M70,,Oi,,0,1,1,,,,,51,R,,
52,R472M70,,Oe,,1,3,2,,,,,51,R,,
52,R472M70,,Oa,1,3,8,5,7.5YR 2.5/1,7.5YR,2.5,1,51,R,,
52,R472M70,,"Oa
",2,8,22,14,7.5YR 2.5/1,7.5YR,2.5,1,51,R,,
52,R472M70,,E,,22,51,29,5YR 5/1,5YR,5,1,51,R,Patchy E at bottom,
52,R470M70,,Oi,,0,2,2,,,,,83,R,,
52,R470M70,,Oe,,2,3,1,,,,,83,R,,
52,R470M70,,Oa,1,3,10,7,7.5YR 2.5/2,7.5YR,2.5,2,83,R,,
52,R470M70,,Oa,2,10,17,7,7.5YR 2.5/1,7.5YR,2.5,1,83,R,,
52,R470M70,,E,,17,48,31,7.5YR 5/1,7.5YR,5,1,83,R,,
52,R470M70,,Bhs,,48,51,3,7.5YR 2.5/2,7.5YR,2.5,2,83,R,,
52,R470M70,,Bs,,51,65,14,7.5YR 3/4,7.5YR,3,4,83,R,,
52,R470M70,,BC,,65,71,6,10YR 3/4,10YR,3,4,83,R,,
52,R470M70,,C,,71,83,12,2.5Y 5/4,2.5Y,5,4,83,R,R470 is only 7m away from R472,
52,R470M60,,Oi,,0,2,2,,,,,60,R,,
52,R470M60,,Oe,,2,5,3,,,,,60,R,,
52,R470M60,,Oa,,5,12,7,7.5YR 2.5/1,7.5YR,2.5,1,60,R,,
52,R470M60,,E,,12,18,6,7.5YR 6/1,7.5YR,6,1,60,R,,
52,R470M60,,Bhs,,18,30,12,7.5YR 2.5/3,7.5YR,2.5,3,60,R,,
52,R470M60,,Bs,,30,55,25,7.5YR 4/4,7.5YR,4,4,60,R,,
52,R470M60,,BC,,55,60,5,10YR 5/3,10YR,5,3,60,R,Planar [topography?]; cool slime mold at site,
52,R470M50,,Oi,,0,1,1,,,,,64,RF,,
52,R470M50,,Oe,,1,2,1,,,,,64,RF,,
52,R470M50,,Oa,1,2,4,2,7.5YR 2.5/2,7.5YR,2.5,2,64,RF,,
52,R470M50,,Oa,2,4,16,12,7.5YR 2.5/1,7.5YR,2.5,1,64,RF,,
52,R470M50,,Bhs,,16,55,39,7.5YR 3/2,7.5YR,3,2,64,RF,,
52,R470M50,,C,,55,-,,2.5Y 6/4,2.5Y,6,4,64,RF,Fading sunlight; Bhs could be a Bh,
52,R470M40,,Oi,,0,1,1,,,,,64,RF,,
52,R470M40,,Oe,,1,2,1,,,,,64,RF,,
52,R470M40,,Oa,1,2,6,4,7.5YR 2.5/1,7.5YR,2.5,1,64,RF,,
52,R470M40,,Oa,2,6,11,5,5YR 2.5/1,5YR,2.5,1,64,RF,,
52,R470M40,,E,,11,19,8,7.5YR 6/1,7.5YR,6,1,64,RF,,
52,R470M40,,Bhs,,19,30,11,5YR 3/1,5YR,3,1,64,RF,,
52,R470M40,,BC,,30,-,,10YR 5/3,10YR,5,3,64,RF,Fading sunlight; Bhs could be Bh,
52,R470M29.5,,Oi,,0,1,1,,,,,51,R,,
52,R470M29.5,,Oe,,1,2,1,,,,,51,R,,
52,R470M29.5,,Oa,,2,6,4,7.5YR 2.5/1,7.5YR,2.5,1,51,R,,
52,R470M29.5,,E,,6,9,3,5YR 5/2,5YR,5,2,51,R,,
52,R470M29.5,,Bhs,,9,11,2,5YR 2.5/1,"5YR
",2.5,1,51,R,,
52,R470M29.5,,Bs,,11,35,24,5YR 5/4,5YR,5,4,51,R,,
52,R470M29.5,,BC,,35,51,16,10YR 5/4,10YR,5,4,51,R,Fading sunlight; very flat [topography?],
52,R470M20,,Oi,,0,1,1,,,,,71,R,,
52,R470M20,,Oe,,1,2,1,,,,,71,R,,
52,R470M20,,Oa,,2,7,5,7.5YR 2.5/1,7.5YR,2.5,1,71,R,,
52,R470M20,,E,,7,9,2,5YR 4/1,5YR,4,1,71,R,,
52,R470M20,,Bhs,,9,13,4,5YR 2.5/2,5YR,2.5,2,71,R,,
52,R470M20,,Bs,,13,70,57,5YR 3/4,5YR,3,4,71,R,,
52,R470M20,,C,,70,71,1,2.5Y 4/3,2.5Y,4,3,71,R,"Fading sunlight; very flat [topography?]
",
52,R470M10,,Oi,,0,1,1,,,,,46,R,,
52,R470M10,,Oe,,1,3,2,,,,,46,R,,
52,R470M10,,Oa,,3,9,6,7.5YR 2.5/1,7.5YR,2.5,1,46,R,,
52,R470M10,,B?,,9,46,37,7.5YR 4/2,7.5YR,4,2,46,R,In stream channel of Paradise Brook,
52,R470M0,,Oi,,0,1,1,,,,,61,R,,
52,R470M0,,Oe,,1,2,1,,,,,61,R,,
52,R470M0,,Oa,,2,11,9,7.5YR 2.5/1,7.5YR,2.5,1,61,R,,
52,R470M0,,E,,11,24,13,5YR 5/1,5YR,5,1,61,R,,
52,R470M0,,Bhs,,24,50,26,7.5YR 3/2,7.5YR,3,2,61,R,,
52,R470M0,,BC,,50,57,7,10YR 4/2,10YR,4,2,61,R,,
52,R470M0,,C,,57,61,4,2.5Y 5/6,2.5Y,5,6,61,R,Sunny; next point would be in the road if completed,
52,R468M0,,Oi,,0,1,1,,,,,31,RF,,
52,R468M0,,Oe,,1,3,2,,,,,31,RF,,
52,R468M0,,Oa,1,3,10,7,7.5YR 2.5/2,7.5YR,2.5,2,31,RF,,
52,R468M0,,Oa,2,10,17,7,7.5YR 2.5/1,7.5YR,2.5,1,31,RF,,
52,R468M0,,E,,17,18,1,7.5YR 4/1,7.5YR,4,1,31,RF,,
52,R468M0,,Bhs,,18,-,,7.5YR 2.5/1,7.5YR,2.5,1,31,RF,Very thin E; sun,
52,R468M5.9,,,,,,,,,,,,,Edge of Paradise Brook channel with water in the channel,
52,R468M6.7,,,,0,,,,,,,,,Other edge of Paradise Brook,
52,R468M9.8,,Oi,,0,2,2,,,,,44,R,,
52,R468M9.8,,Oe,,2,4,2,,,,,44,R,,
52,R468M9.8,,Oa,1,4,8,4,7.5YR 2.5/1,7.5YR,2.5,1,44,R,,
52,R468M9.8,,Oa,2,8,14,6,7.5YR 2.5/1,7.5YR,2.5,1,44,R,,
52,R468M9.8,,E,,14,17,3,7.5YR 5/1,7.5YR,5,1,44,R,,
52,R468M9.8,,Bhs,1,17,19,2,5YR 2.5/1,5YR,2.5,1,44,R,,
52,R468M9.8,,Bhs,2,19,31,12,7.5YR 3/2,7.5YR,3,2,44,R,,
52,R468M9.8,,BC,,31,40,9,10YR 3/4,10YR,3,4,44,R,,
52,R468M9.8,,C,,40,44,4,2.5Y 5/4,2.5Y,5,4,44,R,Very wet at bottom; near channel of Paradise Brook; sunny,
52,R468M20.1,,Oi,,0,0.5,0.5,,,,,74,RF,,
52,R468M20.1,,Oe,,0.5,1.5,1,,,,,74,RF,,
52,R468M20.1,,Oa,,1.5,3,1.5,7.5YR 2.5/1,7.5YR,2.5,1,74,RF,,
52,R468M20.1,,E,,3,6,3,7.5YR 4/1,7.5YR,4,1,74,RF,,
52,R468M20.1,,Bhs,,6,10,4,5YR 2.5/2,5YR,5,2,74,RF,,
52,R468M20.1,,Bhs,,10,32,22,7.5YR 3/2,7.5YR,3,2,74,RF,,
52,R468M20.1,,BC,,32,65,33,10YR 4/3,10YR,4,3,74,RF,,
52,R468M20.1,,C,,65,"-
",,2.5Y 5/4,2.5Y,5,4,74,RF,Dark E; wet bottom; buried E on mound side,
52,R468M30,,Oi,,0,1,,,,,,47,R,,
52,R468M30,,Oe,,1,3,2,,,,,47,R,,
52,R468M30,,Oa,,3,10,7,7.5YR 2.5/1,7.5YR,2.5,1,47,R,,
52,R468M30,,E,,10,15,5,7.5YR 4/1,7.5YR,4,1,47,R,,
52,R468M30,,Bhs,1,15,31,16,7.5YR 2.5/1,7.5YR,2.5,1,47,R,,
52,R468M30,,Bhs,2,31,45,14,7.5YR 2.5/2,7.5YR,2.5,2,47,R,,
52,R468M30,,C,,45,47,2,2.5Y 4/4,2.5Y,4,4,47,R,Dark E,
52,R468M40.1,,Oi,,0,1,1,,,,,64,R,,
52,R468M40.1,,Oe,,1,3,2,,,,,64,R,,
52,R468M40.1,,Oa,,3,10,7,7.5YR 2.5/1,7.5YR,2.5,1,64,R,,
52,R468M40.1,,E,,10,15,5,7.5YR 4/1,7.5YR,4,1,64,R,,
52,R468M40.1,,Bhs,,15,17,2,5YR 2.5/1,5YR,2.5,1,64,R,,
52,R468M40.1,,Bs,,17,35,18,7.5YR 4/3,7.5YR,4,3,64,R,,
52,R468M40.1,,BC,,35,55,20,10YR 4/3,10YR,4,3,64,R,,
52,R468M40.1,,C,,55,64,9,2.5Y 6/3,"2.5Y
",6,3,64,R,Dark E; wet with depth; unaltered C,
52,R468M50,,Oi,,0,1,1,,,,,50,R,,
52,R468M50,,Oe,,1,3,2,,,,,50,R,,
52,R468M50,,Oa,,3,16,13,7.5YR 2.5/1,7.5YR,2.5,1,50,R,,
52,R468M50,,Bh,,16,45,29,10YR 3/3,10YR,3,3,50,R,,
52,R468M50,,C,,45,50,5,2.5Y 5/4,2.5Y,5,4,50,R,Patches of E; black splotches in Bh; no sunlight,
52,R468M59.8,,Oi,,0,1,1,,,,,41,RF,,
52,R468M59.8,,Oe,,1,2,1,,,,,41,RF,,
52,R468M59.8,,Oa,,2,10,8,7.5YR 2.5/1,7.5YR,2.5,1,41,RF,,
52,R468M59.8,,E,,10,12.5,2.5,7.5YR 5/1,7.5YR,5,1,41,RF,,
52,R468M59.8,,Bhs,1,12.5,14,1.5,5YR 2.5/2,5YR,2.5,2,41,RF,,
52,R468M59.8,,"Bhs
",2,14,-,,7.5YR 3/2,7.5YR,3,2,41,RF,Pit and moundy fingers,
52,R468M69.8,,Oi,,0,2,2,,,,,39,RF,,
52,R468M69.8,,Oe,,2,4,2,,,,,39,RF,,
52,R468M69.8,,Oa,1,4,8,4,7.5YR 2.5/2,7.5YR,2.5,2,39,RF,,
52,R468M69.8,,Oa,2,8,16,8,7.5YR 2.5/1,7.5YR,2.5,1,39,RF,,
52,R468M69.8,,E,,16,18,2,7.5YR 6/2,"7.5YR
",6,2,39,RF,,
52,R468M69.8,,Bhs,,18,21,3,5YR 2.5/2,5YR,2.5,2,39,RF,,
52,R468M69.8,,Bs,,21,-,,7.5YR 4/4,7.5YR,4,4,39,RF,Buried E on mound side; possibly a boulder,
42,R1C1,,O,,0,1,1,,,,,32,,,
42,R1C1,,Bhs,,1,16,15,7.5YR 3/1,7.5YR,3,1,32,,,
42,R1C1,,Bhs,,16,23,7,7.5YR 3/2,7.5YR,3,2,32,,,
42,R1C1,,C,,23,32,9,,,,,32,,,
42,R1C1,,R,,32,32,0,,,,,32,,,
42,R1C2,,O,,0,4,4,,,,,5,,,
42,R1C2,,E,,4,5,1,,,,,5,,,
42,R1C2,,R,,5,5,0,,,,,5,,,
42,R1C3,,O,,0,6,6,,,,,10,,,
42,R1C3,,E,,6,10,4,7.5YR 4/2,7.5YR,4,2,10,,,
42,R1C3,,R,,10,10,0,,,,,10,,,
42,R1C4,,O,,0,10,10,,,,,14,,,
42,R1C4,,E,,10,14,4,7.5YR 4/1,7.5YR,4,1,14,,,
42,R1C4,,R,,14,14,0,,,,,14,,,
42,R1C5,,O,,0,8,8,,,,,10,,,
42,R1C5,,E,,8,10,2,7.5YR 4/1,7.5YR,4,1,10,,,
42,R1C5,,R,,10,10,0,,,,,10,,,
42,R1C6,,O,,0,20,20,,,,,20,,,
42,R1C6,,R,,20,20,0,,,,,20,,,
42,R1C7,,O,,0,6,6,,,,,6,,,
42,R1C7,,R,,6,6,0,,,,,6,,,
42,R1C8,,O,,0,7,7,,,,,7,,,
42,R1C8,,R,,7,7,0,,,,,7,,,
42,R2C1,,O,,0,2,2,,,,,30,,,
42,R2C1,,E,,2,30,28,5YR 6/1,"5YR
",6,1,30,,,
42,R2C1,,R,,30,30,0,,,,,30,,,
42,R2C2,,O,,0,3,3,,,,,3,,,
42,R2C2,,R,,3,3,0,,,,,3,,,
42,R2C3,,O,,0,3,3,,,,,3,,,
42,R2C3,,R,,3,3,0,,,,,3,,,
42,R2C4,,O,,0,3,3,,,,,12,,,
42,R2C4,,Bhs,,3,12,9,5YR 3/1,"5YR
",3,1,12,,,
42,R2C4,,R,,12,12,0,,,,,12,,,
42,R2C5,,O,,0,6,6,,,,,15,,,
42,R2C5,,Bhs,,6,15,9,5YR 3/2,"5YR
",3,2,15,,,
42,R2C5,,R,,15,15,0,,,,,15,,,
42,R2C6,,O,,0,1,1,,,,,1,,,
42,R2C6,,R,,1,1,0,,,,,1,,,
42,R2C7,,O,,0,1,1,,,,,1,,,
42,R2C7,,R,,1,1,0,,,,,1,,,
42,R2C8,,O,,0,3,3,,,,,3,,,
42,R2C8,,R,,3,3,0,,,,,3,,,
42,R3C1,,O,,0,14,14,,,,,14,,,
42,R3C1,,R,,14,14,0,,,,,14,,,
42,R3C2,,O,,0,6,6,,,,,9,,,
42,R3C2,,E,,6,9,3,10YR 6/1,10YR,6,1,9,,,
42,R3C2,,R,,9,9,0,,,,,9,,,
42,R3C3,,O,,0,5,5,,,,,7,,,
42,R3C3,,E,,5,7,2,,,,,7,,,
42,R3C3,,R,,7,7,0,,,,,7,,,
42,R3C4,,O,,0,3,3,,,,,15,,,
42,R3C4,,Bhs,,3,15,12,7.5YR 3/2,7.5YR,3,2,15,,,
42,R3C4,,R,,15,15,0,,,,,15,,,
42,R3C5,,O,,0,9,9,,,,,49,,,
42,R3C5,,E,,9,18,9,7.5YR 5/1,7.5YR,5,1,49,,,
42,R3C5,,Bhs,,18,47,29,7.5YR 2/1,7.5YR,2,1,49,,,
42,R3C5,,C,,47,49,2,,,,,49,,,
42,R3C6,,O,,0,3,3,,,,,3,,,
42,R3C6,,R,,3,3,0,,,,,3,,,
42,R3C7,,O,,0,3,3,,,,,3,,,
42,R3C7,,R,,3,3,0,,,,,3,,,
42,R3C8,,O,,0,6,6,,,,,6,,,
42,R3C8,,R,,6,6,0,,,,,6,,,
42,R3C9,,O,,0,10,10,,,,,11,,,
42,R3C9,,E,,10,11,1,,,,,11,,,
42,R3C9,,R,,11,11,0,,,,,11,,,
42,R4C1,,O,,0,3,3,,,,,3,,,
42,R4C1,,R,,3,3,0,,,,,3,,,
42,R4C2,,O,,0,3,3,,,,,3,,,
42,R4C2,,R,,3,3,0,,,,,3,,,
42,R4C3,,O,,0,3,3,,,,,3,,,
42,R4C3,,R,,3,3,0,,,,,3,,,
42,R4C4,,O,,0,3,3,,,,,4,,,
42,R4C4,,O,,3,4,1,7.5YR 4/3,7.5YR,4,3,4,,,
42,R4C5,,O,,0,6,6,,,,,6,,,
42,R4C5,,R,,6,6,0,,,,,6,,,
42,R4C6,,O,,0,3,3,,,,,3,,,
42,R4C6,,R,,3,3,0,,,,,3,,,
42,R4C7,,O,,0,3,3,,,,,6,,,
42,R4C7,,E,,3,6,3,10YR 4/1,10YR,4,1,6,,,
42,R4C7,,R,,6,6,0,,,"
",,6,,,
42,R4C8,,O,,0,6,6,,,,,6,,,
42,R4C8,,R,,6,6,0,,,,,6,,,
42,R5C1,,O,,0,6,6,,,,,7,,,
42,R5C1,,E,,6,7,1,,,,,7,,,
42,R5C1,,R,,7,7,0,,,,,7,,,
42,R5C2,,O,,0,7,7,,,,,29,,,
42,R5C2,,E,,7,29,22,7.5YR 4/1,7.5YR,4,1,29,,,
42,R5C2,,R,,29,29,0,,,,,29,,,
42,R5C3,,O,,0,5,5,,,,,6,,,
42,R5C3,,E,,5,6,1,,,,,6,,,
42,R5C3,,R,,6,6,0,,,,,6,,,
42,R5C4,,O,,0,2,2,,,,,23,,,
42,R5C4,,E,,2,4,2,,,,,23,,,
42,R5C4,,Bhs,,4,23,19,,,,,23,,,
42,R5C4,,R,,23,23,0,,,,,23,,,
42,R5C5,,O,,0,12,12,,,,,18,,,
42,R5C5,,E,,12,18,6,7.5YR 4/2,7.5YR,4,2,18,,,
42,R5C5,,R,,18,18,0,,,,,18,,,
42,R5C6,,O,,0,6,6,,,,,6,,,
42,R5C6,,R,,6,6,0,,,,,6,,,
42,R5C7,,O,,0,8,8,,,,,9,,,
42,R5C7,,E,,8,9,1,,,,,9,,,
42,R5C7,,R,,9,9,0,,,,,9,,,
42,R5C8,,O,,0,6,6,,,,,21,,,
42,R5C8,,E,,6,21,15,7.5YR 5/2,7.5YR,5,2,21,,,
42,R5C8,,R,,21,21,0,,,,,21,,,
42,R6C2,,O,,0,1,1,,,,,18,,,
42,R6C2,,E,,1,18,17,10YR 6/1,10YR,6,1,18,,,
42,R6C2,,R,,18,18,0,,,,,18,,,
42,R6C3,,O,,0,6,6,,,,,15,,,
